Entity,Code,Year,Deaths - Drug use disorders - Sex: Both - Age: Under 5 (Number),Deaths - Drug use disorders - Sex: Both - Age: 70+ years (Number),Deaths - Drug use disorders - Sex: Both - Age: 15-49 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 50-69 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 5-14 years (Number)
Benin,BEN,1994,0,1,4,1,0
Benin,BEN,1995,0,1,4,1,0
Benin,BEN,1996,0,1,4,1,0
Benin,BEN,1997,0,1,4,1,0
Benin,BEN,1998,0,1,4,1,0
Benin,BEN,1999,0,1,5,1,0
Benin,BEN,2000,0,1,5,1,0
Benin,BEN,2001,0,1,5,1,0
Benin,BEN,2002,0,1,5,1,0
Benin,BEN,2003,0,1,5,1,0
Benin,BEN,2004,0,1,5,1,0
Benin,BEN,2005,0,1,5,1,0
Benin,BEN,2006,0,1,6,1,0
Benin,BEN,2007,0,1,6,1,0
Benin,BEN,2008,0,1,6,1,0
Benin,BEN,2009,0,1,7,1,0
Benin,BEN,2010,0,1,7,1,0
Benin,BEN,2011,0,2,7,2,0
Benin,BEN,2012,0,2,8,2,0
Benin,BEN,2013,0,2,8,2,0
Benin,BEN,2014,0,2,8,2,0
Benin,BEN,2015,0,2,9,2,0
Benin,BEN,2016,0,2,9,2,0
Benin,BEN,2017,0,2,10,2,0
Benin,BEN,2018,0,2,10,2,0
Benin,BEN,2019,0,2,11,2,0
Bermuda,BMU,1990,0,0,0,0,0
Bermuda,BMU,1991,0,0,0,0,0
Bermuda,BMU,1992,0,0,0,0,0
Bermuda,BMU,1993,0,0,0,0,0
Bermuda,BMU,1994,0,0,1,0,0
Bermuda,BMU,1995,0,0,1,0,0
Bermuda,BMU,1996,0,0,1,0,0
Bermuda,BMU,1997,0,0,1,0,0
Bermuda,BMU,1998,0,0,1,0,0
Bermuda,BMU,1999,0,0,1,0,0
Bermuda,BMU,2000,0,0,1,0,0
Bermuda,BMU,2001,0,0,1,0,0
Bermuda,BMU,2002,0,0,1,0,0
Bermuda,BMU,2003,0,0,1,0,0
Bermuda,BMU,2004,0,0,1,0,0
Bermuda,BMU,2005,0,0,1,0,0
Bermuda,BMU,2006,0,0,1,0,0
Bermuda,BMU,2007,0,0,1,0,0
Bermuda,BMU,2008,0,0,1,0,0
Bermuda,BMU,2009,0,0,1,0,0
Bermuda,BMU,2010,0,0,1,0,0
Bermuda,BMU,2011,0,0,1,0,0
Bermuda,BMU,2012,0,0,1,0,0
Bermuda,BMU,2013,0,0,1,0,0
Bermuda,BMU,2014,0,0,0,0,0
Bermuda,BMU,2015,0,0,0,0,0
Bermuda,BMU,2016,0,0,0,0,0
Bermuda,BMU,2017,0,0,0,0,0
Bermuda,BMU,2018,0,0,0,0,0
Bermuda,BMU,2019,0,0,0,0,0
Bhutan,BTN,1990,0,0,1,0,0
Bhutan,BTN,1991,0,0,1,0,0
Bhutan,BTN,1992,0,0,1,0,0
Bhutan,BTN,1993,0,0,1,0,0
Bhutan,BTN,1994,0,0,1,0,0
Bhutan,BTN,1995,0,0,1,0,0
Bhutan,BTN,1996,0,0,1,0,0
Bhutan,BTN,1997,0,0,1,0,0
Bhutan,BTN,1998,0,0,1,0,0
Bhutan,BTN,1999,0,0,1,0,0
Bhutan,BTN,2000,0,0,1,0,0
Bhutan,BTN,2001,0,0,1,0,0
Bhutan,BTN,2002,0,0,1,0,0
Bhutan,BTN,2003,0,0,1,0,0
Bhutan,BTN,2004,0,0,1,0,0
Bhutan,BTN,2005,0,0,1,0,0
Bhutan,BTN,2006,0,0,1,0,0
Bhutan,BTN,2007,0,0,1,0,0
Bhutan,BTN,2008,0,0,1,0,0
Bhutan,BTN,2009,0,0,1,0,0
Bhutan,BTN,2010,0,0,1,0,0
Bhutan,BTN,2011,0,0,1,0,0
Bhutan,BTN,2012,0,0,1,0,0
Bhutan,BTN,2013,0,0,1,0,0
Bhutan,BTN,2014,0,0,1,0,0
Bhutan,BTN,2015,0,0,1,0,0
Bhutan,BTN,2016,0,0,1,0,0
Bhutan,BTN,2017,0,0,1,0,0
Bhutan,BTN,2018,0,0,1,1,0
Bhutan,BTN,2019,0,0,1,1,0
Bolivia,BOL,1990,0,2,13,4,0
Bolivia,BOL,1991,0,2,14,5,0
Bolivia,BOL,1992,0,2,15,5,0
Bolivia,BOL,1993,0,2,15,5,0
Bolivia,BOL,1994,0,2,16,5,0
Bolivia,BOL,1995,0,2,17,6,0
Bolivia,BOL,1996,0,2,18,6,0
Bolivia,BOL,1997,0,3,19,7,0
Bolivia,BOL,1998,0,3,20,7,0
Bolivia,BOL,1999,0,3,20,7,0
Bolivia,BOL,2000,0,3,21,8,0
Bolivia,BOL,2001,0,3,22,8,0
Bolivia,BOL,2002,0,4,22,8,0
Bolivia,BOL,2003,0,4,23,9,0
Bolivia,BOL,2004,0,4,23,9,0
Bolivia,BOL,2005,0,4,23,9,0
Bolivia,BOL,2006,0,5,24,10,0
Bolivia,BOL,2007,0,5,24,10,0
Bolivia,BOL,2008,0,5,25,10,0
Bolivia,BOL,2009,0,5,25,11,0
Bolivia,BOL,2010,0,5,25,11,0
Bolivia,BOL,2011,0,6,26,12,0
Bolivia,BOL,2012,0,6,26,13,0
Bolivia,BOL,2013,0,6,26,13,0
Bolivia,BOL,2014,0,6,26,13,0
Bolivia,BOL,2015,0,7,26,14,0
Bolivia,BOL,2016,0,7,28,16,0
Bolivia,BOL,2017,0,8,28,16,0
Bolivia,BOL,2018,0,8,29,17,0
Bolivia,BOL,2019,0,9,29,18,0
Bosnia and Herzegovina,BIH,1990,0,0,3,1,0
Bosnia and Herzegovina,BIH,1991,0,0,4,1,0
Bosnia and Herzegovina,BIH,1992,0,0,3,1,0
Bosnia and Herzegovina,BIH,1993,0,0,3,1,0
Bosnia and Herzegovina,BIH,1994,0,0,3,1,0
Bosnia and Herzegovina,BIH,1995,0,0,3,1,0
Bosnia and Herzegovina,BIH,1996,0,0,3,1,0
Bosnia and Herzegovina,BIH,1997,0,0,3,1,0
Bosnia and Herzegovina,BIH,1998,0,0,3,1,0
Bosnia and Herzegovina,BIH,1999,0,0,3,1,0
Bosnia and Herzegovina,BIH,2000,0,0,3,1,0
Bosnia and Herzegovina,BIH,2001,0,1,3,1,0
Bosnia and Herzegovina,BIH,2002,0,1,4,1,0
Bosnia and Herzegovina,BIH,2003,0,1,4,2,0
Bosnia and Herzegovina,BIH,2004,0,1,4,2,0
Bosnia and Herzegovina,BIH,2005,0,1,4,2,0
Bosnia and Herzegovina,BIH,2006,0,2,4,2,0
Bosnia and Herzegovina,BIH,2007,0,2,5,2,0
Bosnia and Herzegovina,BIH,2008,0,2,5,2,0
Bosnia and Herzegovina,BIH,2009,0,2,4,2,0
Bosnia and Herzegovina,BIH,2010,0,2,4,2,0
Bosnia and Herzegovina,BIH,2011,0,2,4,2,0
Bosnia and Herzegovina,BIH,2012,0,3,4,2,0
Bosnia and Herzegovina,BIH,2013,0,3,5,3,0
Bosnia and Herzegovina,BIH,2014,0,3,6,3,0
Bosnia and Herzegovina,BIH,2015,0,3,5,3,0
Bosnia and Herzegovina,BIH,2016,0,3,5,3,0
Bosnia and Herzegovina,BIH,2017,0,3,5,3,0
Bosnia and Herzegovina,BIH,2018,0,3,5,3,0
Bosnia and Herzegovina,BIH,2019,0,3,4,3,0
Botswana,BWA,1990,0,0,2,1,0
Botswana,BWA,1991,0,0,2,1,0
Botswana,BWA,1992,0,0,2,1,0
Botswana,BWA,1993,0,0,3,1,0
Botswana,BWA,1994,0,0,3,1,0
Botswana,BWA,1995,0,0,3,2,0
Botswana,BWA,1996,0,0,3,2,0
Botswana,BWA,1997,0,0,4,2,0
Botswana,BWA,1998,0,0,4,2,0
Botswana,BWA,1999,0,0,4,2,0
Botswana,BWA,2000,0,0,4,2,0
Botswana,BWA,2001,0,0,4,2,0
Botswana,BWA,2002,0,0,4,2,0
Botswana,BWA,2003,0,0,4,2,0
Botswana,BWA,2004,0,0,4,2,0
Botswana,BWA,2005,0,0,4,2,0
Botswana,BWA,2006,0,0,4,1,0
Botswana,BWA,2007,0,0,4,1,0
Botswana,BWA,2008,0,0,4,1,0
Botswana,BWA,2009,0,0,4,1,0
Botswana,BWA,2010,0,0,4,2,0
Botswana,BWA,2011,0,0,4,2,0
Botswana,BWA,2012,0,0,4,2,0
Botswana,BWA,2013,0,0,4,2,0
Botswana,BWA,2014,0,0,4,2,0
Botswana,BWA,2015,0,0,4,2,0
Botswana,BWA,2016,0,0,4,2,0
Botswana,BWA,2017,0,0,5,2,0
Botswana,BWA,2018,0,1,5,2,0
Botswana,BWA,2019,0,1,5,2,0
Brazil,BRA,1990,0,18,138,31,0
Brazil,BRA,1991,0,19,142,33,0
Brazil,BRA,1992,0,20,144,33,0
Brazil,BRA,1993,0,21,152,36,0
Brazil,BRA,1994,0,23,164,39,0
Brazil,BRA,1995,0,25,179,42,0
Brazil,BRA,1996,0,28,190,45,0
Brazil,BRA,1997,0,29,197,46,0
Brazil,BRA,1998,0,31,202,47,0
Brazil,BRA,1999,0,31,201,47,0
Brazil,BRA,2000,0,32,202,48,0
Brazil,BRA,2001,0,33,208,48,0
Brazil,BRA,2002,0,34,213,48,0
Brazil,BRA,2003,0,35,224,50,0
Brazil,BRA,2004,0,37,239,53,0
Brazil,BRA,2005,0,39,258,56,0
Brazil,BRA,2006,0,43,287,61,0
Brazil,BRA,2007,0,46,319,68,0
Brazil,BRA,2008,0,50,362,75,0
Brazil,BRA,2009,0,55,414,84,0
Brazil,BRA,2010,0,62,486,95,0
Brazil,BRA,2011,0,67,564,107,0
Brazil,BRA,2012,0,73,637,117,0
Brazil,BRA,2013,0,80,710,130,0
Brazil,BRA,2014,0,87,770,142,0
Brazil,BRA,2015,0,93,795,155,0
Brazil,BRA,2016,0,99,832,166,0
Brazil,BRA,2017,0,103,841,174,0
Brazil,BRA,2018,0,107,830,176,0
Brazil,BRA,2019,0,112,833,181,0
Brunei,BRN,1990,0,0,3,1,0
Brunei,BRN,1991,0,0,3,1,0
Brunei,BRN,1992,0,0,3,1,0
Brunei,BRN,1993,0,0,3,1,0
Brunei,BRN,1994,0,0,3,1,0
Brunei,BRN,1995,0,0,3,1,0
Brunei,BRN,1996,0,0,4,1,0
Brunei,BRN,1997,0,0,3,1,0
Brunei,BRN,1998,0,0,3,1,0
Brunei,BRN,1999,0,0,3,1,0
Brunei,BRN,2000,0,0,2,1,0
Brunei,BRN,2001,0,0,2,1,0
Brunei,BRN,2002,0,0,1,0,0
Brunei,BRN,2003,0,0,1,0,0
Brunei,BRN,2004,0,0,1,0,0
Brunei,BRN,2005,0,0,1,0,0
Brunei,BRN,2006,0,0,1,0,0
Brunei,BRN,2007,0,0,1,0,0
Brunei,BRN,2008,0,0,1,0,0
Brunei,BRN,2009,0,0,1,0,0
Brunei,BRN,2010,0,0,1,0,0
Brunei,BRN,2011,0,0,1,0,0
Brunei,BRN,2012,0,0,1,0,0
Brunei,BRN,2013,0,0,1,0,0
Brunei,BRN,2014,0,0,1,0,0
Brunei,BRN,2015,0,0,1,1,0
Brunei,BRN,2016,0,0,1,1,0
Brunei,BRN,2017,0,0,1,1,0
Brunei,BRN,2018,0,0,1,1,0
Brunei,BRN,2019,0,0,1,1,0
Bulgaria,BGR,1990,0,3,20,7,0
Bulgaria,BGR,1991,0,3,21,7,0
Bulgaria,BGR,1992,0,3,23,7,0
Bulgaria,BGR,1993,0,4,24,8,0
Bulgaria,BGR,1994,0,4,26,8,0
Bulgaria,BGR,1995,0,5,29,9,0
Bulgaria,BGR,1996,0,5,30,10,0
Bulgaria,BGR,1997,0,6,34,11,0
Bulgaria,BGR,1998,0,7,37,11,0
Bulgaria,BGR,1999,0,7,39,11,0
Bulgaria,BGR,2000,0,7,41,12,0
Bulgaria,BGR,2001,0,7,39,11,0
Bulgaria,BGR,2002,0,7,37,11,0
Bulgaria,BGR,2003,0,7,38,11,0
Bulgaria,BGR,2004,0,7,41,11,0
Bulgaria,BGR,2005,0,8,46,12,0
Bulgaria,BGR,2006,0,8,48,12,0
Bulgaria,BGR,2007,0,9,50,13,0
Bulgaria,BGR,2008,0,9,50,13,0
Bulgaria,BGR,2009,0,9,46,12,0
Bulgaria,BGR,2010,0,9,44,12,0
Bulgaria,BGR,2011,0,9,40,12,0
Bulgaria,BGR,2012,0,9,36,11,0
Bulgaria,BGR,2013,0,9,35,12,0
Bulgaria,BGR,2014,0,9,35,12,0
Bulgaria,BGR,2015,0,10,36,12,0
Bulgaria,BGR,2016,0,10,38,13,0
Bulgaria,BGR,2017,0,11,39,14,0
Bulgaria,BGR,2018,0,12,41,14,0
Bulgaria,BGR,2019,0,13,42,14,0
Burkina Faso,BFA,1990,0,4,8,3,0
Burkina Faso,BFA,1991,0,4,8,3,0
Burkina Faso,BFA,1992,0,4,8,3,0
Burkina Faso,BFA,1993,0,4,9,3,0
Burkina Faso,BFA,1994,0,4,9,3,0
Burkina Faso,BFA,1995,0,4,10,3,0
Burkina Faso,BFA,1996,0,5,10,3,0
Burkina Faso,BFA,1997,0,5,11,4,0
Burkina Faso,BFA,1998,0,5,11,4,0
Burkina Faso,BFA,1999,0,5,12,4,0
Burkina Faso,BFA,2000,0,5,12,4,0
Burkina Faso,BFA,2001,0,5,13,4,0
Burkina Faso,BFA,2002,0,5,13,4,0
Burkina Faso,BFA,2003,0,5,14,4,0
Burkina Faso,BFA,2004,0,6,15,4,0
Burkina Faso,BFA,2005,0,6,16,4,0
Burkina Faso,BFA,2006,0,6,16,4,0
Burkina Faso,BFA,2007,0,6,17,4,0
Burkina Faso,BFA,2008,0,6,18,5,0
Burkina Faso,BFA,2009,0,6,19,5,0
Burkina Faso,BFA,2010,0,7,21,5,0
Burkina Faso,BFA,2011,0,7,22,5,0
Burkina Faso,BFA,2012,0,7,24,6,0
Burkina Faso,BFA,2013,0,8,26,6,0
Burkina Faso,BFA,2014,0,8,28,7,0
Burkina Faso,BFA,2015,0,8,30,7,0
Burkina Faso,BFA,2016,0,8,33,8,0
Burkina Faso,BFA,2017,0,9,36,8,0
Burkina Faso,BFA,2018,0,9,38,9,0
Burkina Faso,BFA,2019,0,9,40,9,0
Burundi,BDI,1990,0,1,5,1,0
Burundi,BDI,1991,0,1,5,1,0
Burundi,BDI,1992,0,1,5,1,0
Burundi,BDI,1993,0,1,5,1,0
Burundi,BDI,1994,0,1,5,1,0
Burundi,BDI,1995,0,1,5,1,0
Burundi,BDI,1996,0,1,5,1,0
Burundi,BDI,1997,0,1,5,1,0
Burundi,BDI,1998,0,1,5,1,0
Burundi,BDI,1999,0,1,5,1,0
Burundi,BDI,2000,0,1,5,1,0
Burundi,BDI,2001,0,1,5,1,0
Burundi,BDI,2002,0,1,5,1,0
Burundi,BDI,2003,0,1,5,1,0
Burundi,BDI,2004,0,1,6,1,0
Burundi,BDI,2005,0,1,6,1,0
Burundi,BDI,2006,0,1,6,1,0
Burundi,BDI,2007,0,2,6,1,0
Burundi,BDI,2008,0,2,7,1,0
Burundi,BDI,2009,0,2,7,1,0
Burundi,BDI,2010,0,2,7,1,0
Burundi,BDI,2011,0,2,8,1,0
Burundi,BDI,2012,0,2,8,2,0
Burundi,BDI,2013,0,2,9,2,0
Burundi,BDI,2014,0,2,9,2,0
Burundi,BDI,2015,0,2,9,2,0
Burundi,BDI,2016,0,2,10,2,0
Burundi,BDI,2017,0,2,10,2,0
Burundi,BDI,2018,0,2,11,2,0
Burundi,BDI,2019,0,2,12,2,0
Cambodia,KHM,1990,0,1,15,3,0
Cambodia,KHM,1991,0,1,15,3,0
Cambodia,KHM,1992,0,1,16,3,0
Cambodia,KHM,1993,0,1,16,3,0
Cambodia,KHM,1994,0,1,17,3,0
Cambodia,KHM,1995,0,1,17,3,0
Cambodia,KHM,1996,0,1,18,3,0
Cambodia,KHM,1997,0,1,18,4,0
Cambodia,KHM,1998,0,1,19,4,0
Cambodia,KHM,1999,0,1,19,4,0
Cambodia,KHM,2000,0,1,19,4,0
Cambodia,KHM,2001,0,1,20,4,0
Cambodia,KHM,2002,0,2,20,4,0
Cambodia,KHM,2003,0,2,20,4,0
Cambodia,KHM,2004,0,2,20,4,0
Cambodia,KHM,2005,0,2,20,4,0
Cambodia,KHM,2006,0,2,20,5,0
Cambodia,KHM,2007,0,2,20,5,0
Cambodia,KHM,2008,0,2,21,5,0
Cambodia,KHM,2009,0,2,21,5,0
Cambodia,KHM,2010,0,2,21,5,0
Cambodia,KHM,2011,0,2,21,6,0
Cambodia,KHM,2012,0,3,21,6,0
Cambodia,KHM,2013,0,3,22,6,0
Cambodia,KHM,2014,0,3,22,7,0
Cambodia,KHM,2015,0,3,23,7,0
Cambodia,KHM,2016,0,3,23,7,0
Cambodia,KHM,2017,0,3,24,8,0
Cambodia,KHM,2018,0,3,24,8,0
Cambodia,KHM,2019,0,4,25,9,0
Cameroon,CMR,1990,0,3,11,3,0
Cameroon,CMR,1991,0,3,12,3,0
Cameroon,CMR,1992,0,3,13,4,0
Cameroon,CMR,1993,0,3,14,4,0
Cameroon,CMR,1994,0,3,15,4,0
Cameroon,CMR,1995,0,3,17,4,0
Cameroon,CMR,1996,0,4,18,5,0
Cameroon,CMR,1997,0,4,19,5,0
Cameroon,CMR,1998,0,4,20,5,0
Cameroon,CMR,1999,0,4,21,5,0
Cameroon,CMR,2000,0,4,22,5,0
Cameroon,CMR,2001,0,4,23,5,0
Cameroon,CMR,2002,0,4,24,6,0
Cameroon,CMR,2003,0,4,26,6,0
Cameroon,CMR,2004,0,4,28,6,0
Cameroon,CMR,2005,0,5,29,6,0
Cameroon,CMR,2006,0,5,31,7,0
Cameroon,CMR,2007,0,5,33,7,0
Cameroon,CMR,2008,0,5,34,7,0
Cameroon,CMR,2009,0,5,36,8,0
Cameroon,CMR,2010,0,6,38,8,0
Cameroon,CMR,2011,0,6,40,8,0
Cameroon,CMR,2012,0,6,43,9,0
Cameroon,CMR,2013,0,6,45,9,0
Cameroon,CMR,2014,0,7,48,10,0
Cameroon,CMR,2015,0,7,49,10,0
Cameroon,CMR,2016,0,7,52,10,0
Cameroon,CMR,2017,0,7,54,11,0
Cameroon,CMR,2018,0,8,57,11,0
Cameroon,CMR,2019,0,8,59,12,0
Canada,CAN,1990,0,23,346,72,0
Canada,CAN,1991,0,25,394,77,0
Canada,CAN,1992,0,27,440,81,0
Canada,CAN,1993,0,30,495,85,0
Canada,CAN,1994,0,32,527,91,0
Canada,CAN,1995,0,33,542,95,0
Canada,CAN,1996,0,35,567,99,0
Canada,CAN,1997,0,37,598,106,0
Canada,CAN,1998,0,40,648,122,0
Canada,CAN,1999,0,43,680,136,0
Canada,CAN,2000,0,47,702,153,0
Canada,CAN,2001,0,50,724,167,0
Canada,CAN,2002,0,55,749,186,0
Canada,CAN,2003,0,57,767,202,0
Canada,CAN,2004,0,60,789,220,0
Canada,CAN,2005,0,63,827,245,0
Canada,CAN,2006,0,67,850,270,0
Canada,CAN,2007,0,70,881,303,0
Canada,CAN,2008,0,73,906,333,0
Canada,CAN,2009,0,74,940,358,0
Canada,CAN,2010,0,76,966,386,0
Canada,CAN,2011,0,79,1006,415,1
Canada,CAN,2012,0,83,1065,454,0
Canada,CAN,2013,0,87,1133,487,2
Canada,CAN,2014,0,94,1235,526,2
Canada,CAN,2015,0,100,1350,570,2
Canada,CAN,2016,0,108,1464,594,0
Canada,CAN,2017,0,119,1573,620,0
Canada,CAN,2018,0,133,1629,650,0
Canada,CAN,2019,0,146,1707,673,0
Cape Verde,CPV,1990,0,0,0,0,0
Cape Verde,CPV,1991,0,0,0,0,0
Cape Verde,CPV,1992,0,0,0,0,0
Cape Verde,CPV,1993,0,0,0,0,0
Cape Verde,CPV,1994,0,0,0,0,0
Cape Verde,CPV,1995,0,0,0,0,0
Cape Verde,CPV,1996,0,0,0,0,0
Cape Verde,CPV,1997,0,0,0,0,0
Cape Verde,CPV,1998,0,0,0,0,0
Cape Verde,CPV,1999,0,0,0,0,0
Cape Verde,CPV,2000,0,0,0,0,0
Cape Verde,CPV,2001,0,0,0,0,0
Cape Verde,CPV,2002,0,0,0,0,0
Cape Verde,CPV,2003,0,0,0,0,0
Cape Verde,CPV,2004,0,0,0,0,0
Cape Verde,CPV,2005,0,0,0,0,0
Cape Verde,CPV,2006,0,0,0,0,0
Cape Verde,CPV,2007,0,0,0,0,0
Cape Verde,CPV,2008,0,0,0,0,0
Cape Verde,CPV,2009,0,0,0,0,0
Cape Verde,CPV,2010,0,0,1,0,0
Cape Verde,CPV,2011,0,0,1,0,0
Cape Verde,CPV,2012,0,0,1,0,0
Cape Verde,CPV,2013,0,0,1,0,0
Cape Verde,CPV,2014,0,0,1,0,0
Cape Verde,CPV,2015,0,0,1,0,0
Cape Verde,CPV,2016,0,0,1,0,0
Cape Verde,CPV,2017,0,0,1,0,0
Cape Verde,CPV,2018,0,0,1,0,0
Cape Verde,CPV,2019,0,0,1,0,0
Central African Republic,CAF,1990,0,0,4,1,0
Central African Republic,CAF,1991,0,1,4,1,0
Central African Republic,CAF,1992,0,1,4,1,0
Central African Republic,CAF,1993,0,1,5,1,0
Central African Republic,CAF,1994,0,1,5,1,0
Central African Republic,CAF,1995,0,1,5,1,0
Central African Republic,CAF,1996,0,1,5,1,0
Central African Republic,CAF,1997,0,1,5,1,0
Central African Republic,CAF,1998,0,1,6,1,0
Central African Republic,CAF,1999,0,1,6,1,0
Central African Republic,CAF,2000,0,1,6,1,0
Central African Republic,CAF,2001,0,1,6,1,0
Central African Republic,CAF,2002,0,1,7,1,0
Central African Republic,CAF,2003,0,1,7,1,0
Central African Republic,CAF,2004,0,1,7,1,0
Central African Republic,CAF,2005,0,1,7,1,0
Central African Republic,CAF,2006,0,1,7,1,0
Central African Republic,CAF,2007,0,1,8,1,0
Central African Republic,CAF,2008,0,1,8,1,0
Central African Republic,CAF,2009,0,1,8,2,0
Central African Republic,CAF,2010,0,1,8,2,0
Central African Republic,CAF,2011,0,1,9,2,0
Central African Republic,CAF,2012,0,1,9,2,0
Central African Republic,CAF,2013,0,1,9,2,0
Central African Republic,CAF,2014,0,1,9,2,0
Central African Republic,CAF,2015,0,1,9,2,0
Central African Republic,CAF,2016,0,1,10,2,0
Central African Republic,CAF,2017,0,1,10,2,0
Central African Republic,CAF,2018,0,1,10,2,0
Central African Republic,CAF,2019,0,1,11,2,0
Chad,TCD,1990,0,1,3,1,0
Chad,TCD,1991,0,1,3,1,0
Chad,TCD,1992,0,1,3,1,0
Chad,TCD,1993,0,1,3,1,0
Chad,TCD,1994,0,1,3,1,0
Chad,TCD,1995,0,1,3,1,0
Chad,TCD,1996,0,1,3,1,0
Chad,TCD,1997,0,1,4,1,0
Chad,TCD,1998,0,1,4,1,0
Chad,TCD,1999,0,1,4,1,0
Chad,TCD,2000,0,1,4,1,0
Chad,TCD,2001,0,1,4,1,0
Chad,TCD,2002,0,1,4,1,0
Chad,TCD,2003,0,1,4,1,0
Chad,TCD,2004,0,1,5,1,0
Chad,TCD,2005,0,1,5,1,0
Chad,TCD,2006,0,1,5,1,0
Chad,TCD,2007,0,1,5,1,0
Chad,TCD,2008,0,1,6,2,0
Chad,TCD,2009,0,1,6,2,0
Chad,TCD,2010,0,2,6,2,0
Chad,TCD,2011,0,2,6,2,0
Chad,TCD,2012,0,2,7,2,0
Chad,TCD,2013,0,2,7,2,0
Chad,TCD,2014,0,2,7,2,0
Chad,TCD,2015,0,2,8,2,0
Chad,TCD,2016,0,2,8,2,0
Chad,TCD,2017,0,2,9,2,0
Chad,TCD,2018,0,2,9,2,0
Chad,TCD,2019,0,2,10,2,0
Chile,CHL,1990,0,1,8,2,0
Chile,CHL,1991,0,1,7,2,0
Chile,CHL,1992,0,1,7,2,0
Chile,CHL,1993,0,1,7,2,0
Chile,CHL,1994,0,1,7,2,0
Chile,CHL,1995,0,1,8,2,0
Chile,CHL,1996,0,1,9,2,0
Chile,CHL,1997,0,2,10,3,0
Chile,CHL,1998,0,2,10,3,0
Chile,CHL,1999,0,2,11,3,0
Chile,CHL,2000,0,2,13,4,0
Chile,CHL,2001,0,3,15,5,0
Chile,CHL,2002,0,4,19,6,0
Chile,CHL,2003,0,4,21,7,0
Chile,CHL,2004,0,5,23,8,0
Chile,CHL,2005,0,5,25,8,0
Chile,CHL,2006,0,6,27,9,0
Chile,CHL,2007,0,7,30,10,0
Chile,CHL,2008,0,7,31,11,0
Chile,CHL,2009,0,7,33,12,0
Chile,CHL,2010,0,8,33,12,0
Chile,CHL,2011,0,8,33,13,0
Chile,CHL,2012,0,9,34,14,0
Chile,CHL,2013,0,10,34,14,0
Chile,CHL,2014,0,10,35,15,0
Chile,CHL,2015,0,11,37,16,0
Chile,CHL,2016,0,11,38,17,0
Chile,CHL,2017,0,12,38,17,0
Chile,CHL,2018,0,13,39,18,0
Chile,CHL,2019,0,14,39,19,0
China,CHN,1990,0,2248,19320,5523,0
China,CHN,1991,0,2545,22031,6222,0
China,CHN,1992,0,2740,23935,6599,0
China,CHN,1993,0,2892,25075,6881,0
China,CHN,1994,0,3012,27217,6936,0
China,CHN,1995,0,3090,28620,6957,0
China,CHN,1996,0,3185,28688,6995,0
China,CHN,1997,0,3187,27688,6780,0
China,CHN,1998,0,3166,27743,6636,0
China,CHN,1999,0,3133,26334,6387,0
China,CHN,2000,0,3057,25578,6090,0
China,CHN,2001,0,2741,22165,5294,0
China,CHN,2002,0,2397,17935,4515,0
China,CHN,2003,0,1911,13447,3500,0
China,CHN,2004,0,1616,10569,2844,0
China,CHN,2005,0,1471,9019,2532,0
China,CHN,2006,0,1332,7950,2300,0
China,CHN,2007,0,1244,7353,2126,0
China,CHN,2008,0,1220,7050,2019,0
China,CHN,2009,0,1210,6877,1894,0
China,CHN,2010,0,1230,6746,1862,0
China,CHN,2011,0,1243,6421,1903,0
China,CHN,2012,0,1234,6020,1916,0
China,CHN,2013,0,1243,5802,1944,0
China,CHN,2014,0,1255,5747,1978,0
China,CHN,2015,0,1268,5551,2053,0
China,CHN,2016,0,1328,5483,2153,0
China,CHN,2017,0,1444,5736,2319,0
China,CHN,2018,0,1631,6337,2602,0
China,CHN,2019,0,1830,6758,2857,0
Colombia,COL,1990,0,8,111,22,0
Colombia,COL,1991,0,8,111,22,0
Colombia,COL,1992,0,8,108,21,0
Colombia,COL,1993,0,8,105,20,0
Colombia,COL,1994,0,8,99,19,0
Colombia,COL,1995,0,7,89,17,0
Colombia,COL,1996,0,7,83,16,0
Colombia,COL,1997,0,6,73,13,1
Colombia,COL,1998,1,5,62,12,2
Colombia,COL,1999,1,5,55,11,2
Colombia,COL,2000,1,5,50,10,3
Colombia,COL,2001,1,5,47,10,3
Colombia,COL,2002,1,6,48,11,3
Colombia,COL,2003,1,6,45,10,3
Colombia,COL,2004,0,6,44,10,3
Colombia,COL,2005,0,7,44,10,3
Colombia,COL,2006,0,7,45,10,3
Colombia,COL,2007,0,8,47,11,3
Colombia,COL,2008,0,9,51,11,3
Colombia,COL,2009,0,10,54,13,3
Colombia,COL,2010,0,11,56,14,3
Colombia,COL,2011,1,12,58,14,4
Colombia,COL,2012,1,14,64,16,4
Colombia,COL,2013,1,15,68,17,4
Colombia,COL,2014,1,15,65,16,4
Colombia,COL,2015,1,17,68,18,4
Colombia,COL,2016,0,18,72,19,0
Colombia,COL,2017,0,19,77,20,0
Colombia,COL,2018,0,20,80,22,0
Colombia,COL,2019,0,22,82,23,0
Comoros,COM,1990,0,0,0,0,0
Comoros,COM,1991,0,0,0,0,0
Comoros,COM,1992,0,0,0,0,0
Comoros,COM,1993,0,0,0,0,0
Comoros,COM,1994,0,0,0,0,0
Comoros,COM,1995,0,0,0,0,0
Comoros,COM,1996,0,0,0,0,0
Comoros,COM,1997,0,0,0,0,0
Comoros,COM,1998,0,0,0,0,0
